MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170926,Midwest,58.41,41.59,8.86,0.77,0.25,0.00,2017-09-26,2017-10-02,1
20170926,Northeast,77.61,22.39,3.94,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170926,South,72.17,27.83,2.38,0.02,0.00,0.00,2017-09-26,2017-10-02,1
20170926,Southeast,94.84,5.16,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170926,West,70.07,29.93,14.27,5.88,3.55,1.45,2017-09-26,2017-10-02,1
20170919,High Plains,43.98,56.02,28.58,10.93,1.33,0.06,2017-09-19,2017-09-25,1
20170919,Midwest,58.51,41.49,10.75,1.26,0.42,0.00,2017-09-19,2017-09-25,1
20170919,Northeast,90.35,9.65,3.94,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170919,South,80.04,19.96,1.92,0.18,0.00,0.00,2017-09-19,2017-09-25,1
20170919,Southeast,96.64,3.36,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170919,West,68.87,31.13,14.59,6.00,3.55,1.45,2017-09-19,2017-09-25,1
20170912,High Plains,44.65,55.35,28.83,13.60,3.70,0.05,2017-09-12,2017-09-18,1
20170912,Midwest,62.69,37.31,8.72,1.59,0.38,0.00,2017-09-12,2017-09-18,1
20170912,Northeast,90.92,9.08,3.94,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170912,South,93.01,6.99,1.04,0.02,0.00,0.00,2017-09-12,2017-09-18,1
20170912,Southeast,97.56,2.44,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170912,West,68.34,31.66,16.33,6.29,4.14,2.15,2017-09-12,2017-09-18,1
20170905,High Plains,48.95,51.05,24.68,13.52,3.80,0.05,2017-09-05,2017-09-11,1
20170905,Midwest,81.06,18.94,7.41,1.12,0.25,0.00,2017-09-05,2017-09-11,1
20170905,Northeast,87.24,12.76,4.62,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170905,South,97.05,2.95,0.45,0.02,0.00,0.00,2017-09-05,2017-09-11,1
20170905,Southeast,91.48,8.52,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170905,West,65.95,34.05,13.69,5.92,3.63,2.15,2017-09-05,2017-09-11,1
20170829,High Plains,50.05,49.95,25.09,13.64,4.01,0.05,2017-08-29,2017-09-04,1
20170829,Midwest,80.82,19.18,7.43,1.08,0.26,0.00,2017-08-29,2017-09-04,1
20170829,Northeast,87.22,12.78,4.62,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170829,South,97.51,2.49,0.44,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170829,Southeast,85.98,14.02,0.06,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170829,West,69.53,30.47,10.44,5.58,3.27,2.03,2017-08-29,2017-09-04,1
20170822,High Plains,52.57,47.43,24.99,13.93,4.16,0.05,2017-08-22,2017-08-28,1
20170822,Midwest,78.68,21.32,8.13,1.15,0.26,0.00,2017-08-22,2017-08-28,1
20170822,Northeast,89.00,11.00,4.83,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170822,South,92.37,7.63,1.25,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170822,Southeast,90.36,9.64,0.16,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170822,West,72.66,27.34,10.46,5.04,2.85,0.98,2017-08-22,2017-08-28,1
20170815,High Plains,49.29,50.71,28.68,16.37,6.96,0.71,2017-08-15,2017-08-21,1
20170815,Midwest,78.72,21.28,8.91,1.56,0.28,0.00,2017-08-15,2017-08-21,1
20170815,Northeast,89.00,11.00,4.83,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170815,South,92.69,7.31,0.62,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170815,Southeast,91.87,8.13,0.16,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170815,West,72.27,27.73,8.06,3.96,2.08,0.98,2017-08-15,2017-08-21,1
20170808,High Plains,46.09,53.91,29.34,16.72,6.78,1.06,2017-08-08,2017-08-14,1
20170808,Midwest,80.77,19.23,8.30,1.41,0.00,0.00,2017-08-08,2017-08-14,1
20170808,Northeast,89.62,10.38,2.65,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170808,South,83.97,16.03,3.99,0.46,0.00,0.00,2017-08-08,2017-08-14,1
20170808,Southeast,89.51,10.49,0.08,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170808,West,65.07,34.93,7.40,3.84,2.08,0.98,2017-08-08,2017-08-14,1
20170801,High Plains,41.61,58.39,31.93,17.93,8.11,1.06,2017-08-01,2017-08-07,1
20170801,Midwest,78.32,21.68,7.82,0.80,0.00,0.00,2017-08-01,2017-08-07,1
20170801,Northeast,90.33,9.67,1.57,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170801,South,79.98,20.02,7.46,0.85,0.00,0.00,2017-08-01,2017-08-07,1
20170801,Southeast,89.51,10.49,0.08,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170801,West,64.04,35.96,8.90,3.34,2.08,0.98,2017-08-01,2017-08-07,1
20170725,High Plains,37.57,62.43,31.21,17.92,8.59,1.06,2017-07-25,2017-07-31,1
20170725,Midwest,75.99,24.01,5.31,0.19,0.00,0.00,2017-07-25,2017-07-31,1
20170725,Northeast,93.07,6.93,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170725,South,80.36,19.64,6.69,1.17,0.00,0.00,2017-07-25,2017-07-31,1
20170725,Southeast,94.90,5.10,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170725,West,59.90,40.10,8.89,3.34,1.98,0.98,2017-07-25,2017-07-31,1
20170718,High Plains,42.36,57.64,27.94,16.47,7.28,0.88,2017-07-18,2017-07-24,1
20170718,Midwest,78.53,21.47,3.87,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170718,Northeast,97.20,2.80,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170718,South,81.09,18.91,5.65,0.39,0.00,0.00,2017-07-18,2017-07-24,1
20170718,Southeast,98.57,1.43,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170718,West,62.12,37.88,9.72,3.31,1.82,0.13,2017-07-18,2017-07-24,1
20170711,High Plains,48.15,51.85,24.04,14.16,6.60,0.00,2017-07-11,2017-07-17,1
20170711,Midwest,87.26,12.74,2.92,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170711,Northeast,98.18,1.82,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170711,South,83.03,16.97,4.92,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170711,Southeast,99.62,0.38,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170711,West,70.91,29.09,9.44,3.30,1.82,0.00,2017-07-11,2017-07-17,1
20170704,High Plains,53.49,46.51,19.90,11.69,4.72,0.00,2017-07-04,2017-07-10,1
20170704,Midwest,87.14,12.86,2.09,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170704,Northeast,96.60,3.40,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170704,South,80.40,19.60,4.44,0.47,0.00,0.00,2017-07-04,2017-07-10,1
20170704,Southeast,98.58,1.42,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170704,West,73.09,26.91,9.04,3.01,1.07,0.00,2017-07-04,2017-07-10,1
20170627,High Plains,56.10,43.90,18.27,11.26,3.79,0.00,2017-06-27,2017-07-03,1
20170627,Midwest,87.14,12.86,1.92,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170627,Northeast,97.70,2.30,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170627,South,78.01,21.99,4.65,0.31,0.00,0.00,2017-06-27,2017-07-03,1
20170627,Southeast,94.71,5.29,0.04,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170627,West,75.86,24.14,8.67,2.20,0.56,0.00,2017-06-27,2017-07-03,1
20170620,High Plains,67.63,32.37,17.11,8.61,1.39,0.00,2017-06-20,2017-06-26,1
20170620,Midwest,86.79,13.21,1.92,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170620,Northeast,97.27,2.73,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170620,South,80.98,19.02,3.25,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170620,Southeast,90.28,9.72,1.32,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170620,West,74.36,25.64,7.98,1.13,0.53,0.00,2017-06-20,2017-06-26,1
20170613,High Plains,70.63,29.37,18.41,5.74,0.00,0.00,2017-06-13,2017-06-19,1
20170613,Midwest,74.10,25.90,3.02,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170613,Northeast,98.73,1.27,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170613,South,84.51,15.49,1.85,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170613,Southeast,85.35,14.65,5.90,0.48,0.00,0.00,2017-06-13,2017-06-19,1
20170613,West,77.09,22.91,6.67,0.94,0.00,0.00,2017-06-13,2017-06-19,1
20170606,High Plains,71.42,28.58,19.79,3.60,0.00,0.00,2017-06-06,2017-06-12,1
20170606,Midwest,92.50,7.50,1.64,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170606,Northeast,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170606,South,89.19,10.81,1.02,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170606,Southeast,75.57,24.43,14.83,5.97,0.00,0.00,2017-06-06,2017-06-12,1
20170606,West,76.77,23.23,6.34,0.11,0.00,0.00,2017-06-06,2017-06-12,1
20170530,High Plains,74.75,25.25,6.46,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170530,Midwest,95.09,4.91,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170530,Northeast,98.00,2.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170530,South,80.26,19.74,2.30,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170530,Southeast,66.77,33.23,21.04,10.97,2.92,0.00,2017-05-30,2017-06-05,1
20170530,West,77.40,22.60,3.07,0.11,0.00,0.00,2017-05-30,2017-06-05,1
20170523,High Plains,83.84,16.16,1.93,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170523,Midwest,98.51,1.49,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170523,Northeast,97.59,2.41,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170523,South,86.34,13.66,1.72,0.09,0.00,0.00,2017-05-23,2017-05-29,1
20170523,Southeast,60.72,39.28,22.17,11.76,4.29,0.00,2017-05-23,2017-05-29,1
20170523,West,79.92,20.08,3.07,0.11,0.00,0.00,2017-05-23,2017-05-29,1
20170516,High Plains,83.67,16.33,0.11,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170516,Midwest,99.91,0.09,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170516,Northeast,97.59,2.41,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170516,South,76.91,23.09,5.11,0.61,0.00,0.00,2017-05-16,2017-05-22,1
20170516,Southeast,48.07,51.93,30.48,12.52,4.46,0.00,2017-05-16,2017-05-22,1
20170516,West,79.71,20.29,3.09,0.11,0.00,0.00,2017-05-16,2017-05-22,1
20170509,High Plains,85.66,14.34,0.47,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170509,Midwest,99.92,0.08,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170509,Northeast,97.00,3.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170509,South,83.48,16.52,2.88,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170509,Southeast,47.01,52.99,30.43,12.81,2.86,0.00,2017-05-09,2017-05-15,1
20170509,West,80.24,19.76,3.12,0.14,0.00,0.00,2017-05-09,2017-05-15,1
20170502,High Plains,92.76,7.24,0.75,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170502,Midwest,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170502,Northeast,88.81,11.19,3.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170502,South,86.53,13.47,2.43,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170502,Southeast,40.25,59.75,33.92,12.81,1.30,0.00,2017-05-02,2017-05-08,1
20170502,West,80.43,19.57,1.91,0.14,0.00,0.00,2017-05-02,2017-05-08,1
20170425,High Plains,79.91,20.09,3.85,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170425,Midwest,93.01,6.99,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170425,Northeast,83.33,16.67,3.45,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170425,South,76.16,23.84,5.13,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170425,Southeast,32.50,67.50,35.05,10.40,0.33,0.00,2017-04-25,2017-05-01,1
20170425,West,76.72,23.28,2.65,0.17,0.00,0.00,2017-04-25,2017-05-01,1
20170418,High Plains,70.78,29.22,4.66,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170418,Midwest,89.76,10.24,0.02,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170418,Northeast,77.87,22.13,7.81,0.22,0.00,0.00,2017-04-18,2017-04-24,1
20170418,South,67.36,32.64,9.61,1.80,0.00,0.00,2017-04-18,2017-04-24,1
20170418,Southeast,20.84,79.16,44.10,10.87,0.92,0.00,2017-04-18,2017-04-24,1
20170418,West,75.35,24.65,2.86,0.17,0.00,0.00,2017-04-18,2017-04-24,1
20170411,High Plains,72.05,27.95,7.55,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170411,Midwest,89.18,10.82,0.02,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170411,Northeast,77.87,22.13,7.88,0.77,0.00,0.00,2017-04-11,2017-04-17,1
20170411,South,62.19,37.81,12.18,2.28,0.00,0.00,2017-04-11,2017-04-17,1
20170411,Southeast,25.09,74.91,33.05,9.52,0.92,0.00,2017-04-11,2017-04-17,1
20170411,West,77.11,22.89,3.46,0.17,0.00,0.00,2017-04-11,2017-04-17,1
20170404,High Plains,70.57,29.43,11.04,0.70,0.00,0.00,2017-04-04,2017-04-10,1
20170404,Midwest,81.41,18.59,2.46,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170404,Northeast,70.80,29.20,10.50,1.05,0.00,0.00,2017-04-04,2017-04-10,1
20170404,South,58.78,41.22,13.44,2.18,0.00,0.00,2017-04-04,2017-04-10,1
20170404,Southeast,24.23,75.77,35.18,8.94,1.07,0.00,2017-04-04,2017-04-10,1
20170404,West,77.04,22.96,3.76,0.35,0.00,0.00,2017-04-04,2017-04-10,1
20170328,High Plains,62.61,37.39,17.01,2.11,0.13,0.00,2017-03-28,2017-04-03,1
20170328,Midwest,78.47,21.53,10.99,0.45,0.00,0.00,2017-03-28,2017-04-03,1
20170328,Northeast,66.98,33.02,14.76,2.29,0.00,0.00,2017-03-28,2017-04-03,1
20170328,South,42.89,57.11,20.12,5.60,0.40,0.00,2017-03-28,2017-04-03,1
20170328,Southeast,16.31,83.69,38.49,12.32,1.21,0.00,2017-03-28,2017-04-03,1
20170328,West,76.60,23.40,4.13,0.36,0.01,0.00,2017-03-28,2017-04-03,1
20170321,High Plains,59.21,40.79,22.12,2.51,0.13,0.00,2017-03-21,2017-03-27,1
20170321,Midwest,77.39,22.61,13.63,1.18,0.00,0.00,2017-03-21,2017-03-27,1
20170321,Northeast,66.66,33.34,14.76,2.29,0.00,0.00,2017-03-21,2017-03-27,1
20170321,South,36.01,63.99,23.44,9.15,0.72,0.00,2017-03-21,2017-03-27,1
20170321,Southeast,30.21,69.79,37.31,13.50,2.94,0.00,2017-03-21,2017-03-27,1
20170321,West,76.47,23.53,5.23,0.41,0.01,0.00,2017-03-21,2017-03-27,1
20170314,High Plains,64.70,35.30,20.68,2.36,0.13,0.00,2017-03-14,2017-03-20,1
20170314,Midwest,77.33,22.67,13.22,1.15,0.00,0.00,2017-03-14,2017-03-20,1
20170314,Northeast,55.40,44.60,22.84,6.96,0.00,0.00,2017-03-14,2017-03-20,1
20170314,South,45.38,54.62,20.10,8.85,0.72,0.00,2017-03-14,2017-03-20,1
20170314,Southeast,43.25,56.75,34.54,13.29,3.50,0.00,2017-03-14,2017-03-20,1
20170314,West,78.72,21.28,4.95,0.37,0.01,0.00,2017-03-14,2017-03-20,1
20170307,High Plains,64.75,35.25,19.70,1.86,0.13,0.00,2017-03-07,2017-03-13,1
20170307,Midwest,76.74,23.26,13.22,1.15,0.00,0.00,2017-03-07,2017-03-13,1
20170307,Northeast,53.19,46.81,27.06,6.96,0.00,0.00,2017-03-07,2017-03-13,1
20170307,South,45.02,54.98,20.61,9.37,0.75,0.00,2017-03-07,2017-03-13,1
20170307,Southeast,38.04,61.96,29.78,13.65,3.93,0.00,2017-03-07,2017-03-13,1
20170307,West,78.51,21.49,4.59,0.23,0.01,0.00,2017-03-07,2017-03-13,1
20170228,High Plains,65.37,34.63,19.34,1.41,0.00,0.00,2017-02-28,2017-03-06,1
20170228,Midwest,73.87,26.13,9.33,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170228,Northeast,53.19,46.81,27.06,6.96,0.70,0.00,2017-02-28,2017-03-06,1
20170228,South,51.08,48.92,19.35,7.59,0.35,0.00,2017-02-28,2017-03-06,1
20170228,Southeast,38.98,61.02,29.78,14.55,3.93,0.00,2017-02-28,2017-03-06,1
20170228,West,74.32,25.68,4.69,0.50,0.00,0.00,2017-02-28,2017-03-06,1
20170221,High Plains,63.26,36.74,18.95,1.41,0.00,0.00,2017-02-21,2017-02-27,1
20170221,Midwest,78.42,21.58,7.25,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170221,Northeast,48.50,51.50,27.98,6.53,0.70,0.00,2017-02-21,2017-02-27,1
20170221,South,65.18,34.82,16.94,6.57,0.24,0.00,2017-02-21,2017-02-27,1
20170221,Southeast,43.42,56.58,28.24,12.85,2.56,0.00,2017-02-21,2017-02-27,1
20170221,West,74.17,25.83,5.74,0.51,0.00,0.00,2017-02-21,2017-02-27,1
20170214,High Plains,63.16,36.84,18.95,1.23,0.00,0.00,2017-02-14,2017-02-20,1
20170214,Midwest,84.69,15.31,4.06,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170214,Northeast,48.80,51.20,28.15,6.53,0.70,0.00,2017-02-14,2017-02-20,1
20170214,South,65.65,34.35,17.36,6.62,0.92,0.00,2017-02-14,2017-02-20,1
20170214,Southeast,44.07,55.93,25.76,9.89,1.09,0.00,2017-02-14,2017-02-20,1
20170214,West,79.31,20.69,6.50,0.74,0.07,0.00,2017-02-14,2017-02-20,1
20170207,High Plains,63.29,36.71,18.60,1.23,0.00,0.00,2017-02-07,2017-02-13,1
20170207,Midwest,84.69,15.31,1.37,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170207,Northeast,39.75,60.25,34.80,7.88,0.70,0.00,2017-02-07,2017-02-13,1
20170207,South,66.81,33.19,17.89,6.72,0.84,0.00,2017-02-07,2017-02-13,1
20170207,Southeast,55.49,44.51,20.47,9.14,1.14,0.00,2017-02-07,2017-02-13,1
20170207,West,79.28,20.72,8.42,1.06,0.07,0.00,2017-02-07,2017-02-13,1
20170131,High Plains,62.40,37.60,18.60,1.23,0.00,0.00,2017-01-31,2017-02-06,1
20170131,Midwest,84.69,15.31,1.37,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170131,Northeast,39.27,60.73,34.80,7.88,1.10,0.00,2017-01-31,2017-02-06,1
20170131,South,68.68,31.32,17.71,6.40,0.73,0.00,2017-01-31,2017-02-06,1
20170131,Southeast,55.49,44.51,20.47,9.14,1.14,0.00,2017-01-31,2017-02-06,1
20170131,West,77.39,22.61,8.95,1.89,0.17,0.00,2017-01-31,2017-02-06,1
20170124,High Plains,59.83,40.17,18.60,2.28,0.00,0.00,2017-01-24,2017-01-30,1
20170124,Midwest,83.55,16.45,6.16,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170124,Northeast,39.27,60.73,40.71,7.94,1.39,0.00,2017-01-24,2017-01-30,1
20170124,South,68.83,31.17,17.65,6.40,0.73,0.00,2017-01-24,2017-01-30,1
20170124,Southeast,55.49,44.51,20.47,9.14,1.14,0.00,2017-01-24,2017-01-30,1
20170124,West,76.34,23.66,9.61,2.68,0.19,0.00,2017-01-24,2017-01-30,1
20170117,High Plains,59.07,40.93,19.20,2.30,0.00,0.00,2017-01-17,2017-01-23,1
20170117,Midwest,82.90,17.10,5.79,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170117,Northeast,35.09,64.91,41.73,11.07,1.39,0.00,2017-01-17,2017-01-23,1
20170117,South,55.31,44.69,26.38,7.24,0.98,0.00,2017-01-17,2017-01-23,1
20170117,Southeast,32.03,67.97,30.62,19.69,8.75,0.00,2017-01-17,2017-01-23,1
20170117,West,73.17,26.83,10.50,4.27,2.16,0.19,2017-01-17,2017-01-23,1
20170110,High Plains,56.17,43.83,21.83,3.73,0.00,0.00,2017-01-10,2017-01-16,1
20170110,Midwest,79.64,20.36,8.74,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170110,Northeast,32.71,67.29,42.18,11.43,1.39,0.00,2017-01-10,2017-01-16,1
20170110,South,50.41,49.59,28.62,11.00,1.17,0.00,2017-01-10,2017-01-16,1
20170110,Southeast,32.03,67.97,31.20,19.69,8.75,0.00,2017-01-10,2017-01-16,1
20170110,West,73.00,27.00,10.77,4.80,2.48,0.19,2017-01-10,2017-01-16,1
20170103,High Plains,50.65,49.35,21.54,3.85,0.00,0.00,2017-01-03,2017-01-09,1
20170103,Midwest,78.75,21.25,4.45,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20170103,Northeast,30.55,69.45,43.65,11.67,1.39,0.00,2017-01-03,2017-01-09,1
20170103,South,53.95,46.05,27.69,11.09,1.11,0.00,2017-01-03,2017-01-09,1
20170103,Southeast,26.97,73.03,38.07,20.81,8.75,0.00,2017-01-03,2017-01-09,1
20170103,West,65.78,34.22,14.38,5.70,3.41,1.63,2017-01-03,2017-01-09,1
20161227,High Plains,50.65,49.35,21.54,4.05,0.00,0.00,2016-12-27,2017-01-02,1
20161227,Midwest,72.98,27.02,1.20,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20161227,Northeast,29.58,70.42,43.71,14.56,3.11,0.00,2016-12-27,2017-01-02,1
20161227,South,42.70,57.30,31.21,10.68,0.84,0.00,2016-12-27,2017-01-02,1
20161227,Southeast,17.35,82.65,48.96,32.30,21.03,8.78,2016-12-27,2017-01-02,1
20161227,West,65.08,34.92,15.02,6.09,3.63,1.63,2016-12-27,2017-01-02,1
20161220,High Plains,44.85,55.15,22.68,4.68,0.00,0.00,2016-12-20,2016-12-26,1
20161220,Midwest,68.64,31.36,6.98,0.00,0.00,0.00,2016-12-20,2016-12-26,1
20161220,Northeast,28.82,71.18,44.40,17.41,3.11,0.00,2016-12-20,2016-12-26,1
20161220,South,42.36,57.64,40.90,10.41,0.84,0.00,2016-12-20,2016-12-26,1
20161220,Southeast,17.27,82.73,49.37,32.31,21.03,8.78,2016-12-20,2016-12-26,1
20161220,West,59.61,40.39,17.12,6.57,3.71,1.76,2016-12-20,2016-12-26,1
20161213,High Plains,44.22,55.78,22.68,4.68,0.00,0.00,2016-12-13,2016-12-19,1
20161213,Midwest,68.56,31.44,10.17,4.52,0.00,0.00,2016-12-13,2016-12-19,1
20161213,Northeast,23.86,76.14,52.52,18.78,3.40,0.00,2016-12-13,2016-12-19,1
20161213,South,42.66,57.34,42.25,16.88,1.40,0.00,2016-12-13,2016-12-19,1
20161213,Southeast,29.44,70.56,51.39,34.84,23.70,9.16,2016-12-13,2016-12-19,1
20161213,West,58.97,41.03,17.39,6.71,3.83,1.87,2016-12-13,2016-12-19,1
20161206,High Plains,41.52,58.48,22.47,4.23,0.00,0.00,2016-12-06,2016-12-12,1
20161206,Midwest,68.44,31.56,10.64,6.64,0.50,0.00,2016-12-06,2016-12-12,1
20161206,Northeast,22.53,77.47,53.51,19.11,3.40,0.00,2016-12-06,2016-12-12,1
20161206,South,43.29,56.71,43.77,19.19,1.36,0.00,2016-12-06,2016-12-12,1
20161206,Southeast,27.56,72.44,53.30,38.75,25.78,9.18,2016-12-06,2016-12-12,1
20161206,West,59.01,40.99,17.39,6.70,3.83,1.87,2016-12-06,2016-12-12,1
20161129,High Plains,40.36,59.64,21.97,2.70,0.00,0.00,2016-11-29,2016-12-05,1
20161129,Midwest,68.63,31.37,10.67,7.89,2.00,0.00,2016-11-29,2016-12-05,1
20161129,Northeast,22.14,77.86,54.35,19.69,3.40,0.00,2016-11-29,2016-12-05,1
20161129,South,35.60,64.40,49.52,32.07,13.67,1.34,2016-11-29,2016-12-05,1
20161129,Southeast,27.73,72.27,54.26,42.83,35.74,13.90,2016-11-29,2016-12-05,1
20161129,West,59.06,40.94,17.13,6.62,3.83,1.87,2016-11-29,2016-12-05,1
20161122,High Plains,43.95,56.05,21.05,1.00,0.00,0.00,2016-11-22,2016-11-28,1
20161122,Midwest,69.47,30.53,11.34,8.39,1.46,0.00,2016-11-22,2016-11-28,1
20161122,Northeast,21.60,78.40,55.02,20.87,3.40,0.00,2016-11-22,2016-11-28,1
20161122,South,37.62,62.38,49.11,36.57,14.45,1.34,2016-11-22,2016-11-28,1
20161122,Southeast,27.61,72.39,51.73,40.84,31.15,14.36,2016-11-22,2016-11-28,1
20161122,West,59.49,40.51,17.11,6.62,3.83,1.87,2016-11-22,2016-11-28,1
20161115,High Plains,46.78,53.22,20.66,1.00,0.00,0.00,2016-11-15,2016-11-21,1
20161115,Midwest,77.60,22.40,10.67,6.83,0.02,0.00,2016-11-15,2016-11-21,1
20161115,Northeast,22.19,77.81,55.61,22.71,3.95,0.00,2016-11-15,2016-11-21,1
20161115,South,38.35,61.65,46.81,25.71,7.73,0.95,2016-11-15,2016-11-21,1
20161115,Southeast,38.07,61.93,46.87,34.68,26.14,11.26,2016-11-15,2016-11-21,1
20161115,West,59.49,40.51,17.11,6.62,3.83,1.87,2016-11-15,2016-11-21,1
20161108,High Plains,49.19,50.81,15.13,0.56,0.00,0.00,2016-11-08,2016-11-14,1
20161108,Midwest,86.63,13.37,8.90,2.25,0.00,0.00,2016-11-08,2016-11-14,1
20161108,Northeast,28.38,71.62,50.68,17.62,1.37,0.00,2016-11-08,2016-11-14,1
20161108,South,39.48,60.52,43.06,18.21,3.61,0.76,2016-11-08,2016-11-14,1
20161108,Southeast,43.84,56.16,41.13,28.73,20.49,6.90,2016-11-08,2016-11-14,1
20161108,West,59.66,40.34,16.50,6.49,3.83,1.87,2016-11-08,2016-11-14,1
20161101,High Plains,51.60,48.40,12.91,0.56,0.00,0.00,2016-11-01,2016-11-07,1
20161101,Midwest,87.65,12.35,7.58,0.00,0.00,0.00,2016-11-01,2016-11-07,1
20161101,Northeast,31.32,68.68,51.23,19.86,1.37,0.00,2016-11-01,2016-11-07,1
20161101,South,37.42,62.58,42.25,14.52,3.60,0.41,2016-11-01,2016-11-07,1
20161101,Southeast,51.26,48.74,38.44,27.21,19.46,5.47,2016-11-01,2016-11-07,1
20161101,West,59.61,40.39,16.88,7.47,3.83,1.87,2016-11-01,2016-11-07,1
20161025,High Plains,61.59,38.41,8.74,0.56,0.00,0.00,2016-10-25,2016-10-31,1
20161025,Midwest,89.16,10.84,1.97,0.00,0.00,0.00,2016-10-25,2016-10-31,1
20161025,Northeast,32.70,67.30,51.66,22.83,2.58,0.00,2016-10-25,2016-10-31,1
